Date	Year	Month	Day	"FLW-01 SW Discharge, mgd"	"Calculated Total Reuse, mgd"
1/1/2016	2016	1	1	9.7	10.65
1/2/2016	2016	1	2	7.1	12.77
1/3/2016	2016	1	3	8.77	9.98
1/4/2016	2016	1	4	11.06	8.35
1/5/2016	2016	1	5	8.27	11.56
1/6/2016	2016	1	6	6.4	12.73
1/7/2016	2016	1	7	6.57	12.23
1/8/2016	2016	1	8	8.8	10.11
1/9/2016	2016	1	9	12.12	9.64
1/10/2016	2016	1	10	11.81	8.8
1/11/2016	2016	1	11	14.07	7.41
1/12/2016	2016	1	12	9.16	12.22
1/13/2016	2016	1	13	10.48	10.11
1/14/2016	2016	1	14	8.69	10.93
1/15/2016	2016	1	15	14.69	8.95
1/16/2016	2016	1	16	10.53	10.1
1/17/2016	2016	1	17	17.65	8.17
1/18/2016	2016	1	18	14.08	9.18
1/19/2016	2016	1	19	11.93	11.41
1/20/2016	2016	1	20	10.66	11.42
1/21/2016	2016	1	21	12.52	8.87
1/22/2016	2016	1	22	16.08	7.73
1/23/2016	2016	1	23	14.74	8.74
1/24/2016	2016	1	24	11.28	12.65
1/25/2016	2016	1	25	20.52	7.16
1/26/2016	2016	1	26	7.82	14.5
1/27/2016	2016	1	27	15.05	8.77
1/28/2016	2016	1	28	25.06	7.6
1/29/2016	2016	1	29	21.22	8.76
1/30/2016	2016	1	30	22.55	7.96
1/31/2016	2016	1	31	16.25	14.23
2/1/2016	2016	2	1	20.9	6.85
2/2/2016	2016	2	2	16.14	10.34
2/3/2016	2016	2	3	16.32	9.51
2/4/2016	2016	2	4	16.26	9.97
2/5/2016	2016	2	5	22.55	7.35
2/6/2016	2016	2	6	22.05	8.11
2/7/2016	2016	2	7	16.83	8.91
2/8/2016	2016	2	8	19.37	7.86
2/9/2016	2016	2	9	14.55	11.3
2/10/2016	2016	2	10	18.39	8.95
2/11/2016	2016	2	11	13.12	11.7
2/12/2016	2016	2	12	15.8	8.61
2/13/2016	2016	2	13	13.54	10.79
2/14/2016	2016	2	14	12.72	11.12
2/15/2016	2016	2	15	14.19	9.82
2/16/2016	2016	2	16	15.87	10.01
2/17/2016	2016	2	17	10.83	12.26
2/18/2016	2016	2	18	13.98	9.86
2/19/2016	2016	2	19	13.58	10.02
2/20/2016	2016	2	20	11.33	10.56
2/21/2016	2016	2	21	8.8	10.84
2/22/2016	2016	2	22	10.79	8.51
2/23/2016	2016	2	23	11.24	10.07
2/24/2016	2016	2	24	13.37	9.98
2/25/2016	2016	2	25	14.29	8.65
2/26/2016	2016	2	26	14.93	8.23
2/27/2016	2016	2	27	13.64	9.17
2/28/2016	2016	2	28	10.87	10.07
2/29/2016	2016	2	29	12.46	8.47
3/1/2016	2016	3	1	11.31	9.61
3/2/2016	2016	3	2	9.08	12.03
3/3/2016	2016	3	3	9.46	12.47
3/4/2016	2016	3	4	11.16	9.79
3/5/2016	2016	3	5	11.23	9.54
3/6/2016	2016	3	6	9.36	11.59
3/7/2016	2016	3	7	11.79	8.87
3/8/2016	2016	3	8	11.16	9.54
3/9/2016	2016	3	9	6.55	14.23
3/10/2016	2016	3	10	7.83	12.98
3/11/2016	2016	3	11	11.77	8.98
3/12/2016	2016	3	12	12	10.25
3/13/2016	2016	3	13	7.42	12.73
3/14/2016	2016	3	14	11.11	10.04
3/15/2016	2016	3	15	11.59	9.19
3/16/2016	2016	3	16	7.75	12.94
3/17/2016	2016	3	17	7.95	12.66
3/18/2016	2016	3	18	8.39	12.05
3/19/2016	2016	3	19	13.22	9.38
3/20/2016	2016	3	20	10.58	10.48
3/21/2016	2016	3	21	10.43	10
3/22/2016	2016	3	22	11.49	8.96
3/23/2016	2016	3	23	9.41	10.61
3/24/2016	2016	3	24	7.9	11.96
3/25/2016	2016	3	25	10.6	10.63
3/26/2016	2016	3	26	12.33	9.54
3/27/2016	2016	3	27	13.21	9.66
3/28/2016	2016	3	28	10.4	10.78
3/29/2016	2016	3	29	11.1	10.23
3/30/2016	2016	3	30	12.56	9.07
3/31/2016	2016	3	31	12.16	9.29
4/1/2016	2016	4	1	12.36	9.1
4/2/2016	2016	4	2	11.94	10.45
4/3/2016	2016	4	3	11.82	10.61
4/4/2016	2016	4	4	13.13	10.23
4/5/2016	2016	4	5	11.34	10.29
4/6/2016	2016	4	6	12.84	9.97
4/7/2016	2016	4	7	10.59	10.75
4/8/2016	2016	4	8	10.73	10.44
4/9/2016	2016	4	9	11.28	9.36
4/10/2016	2016	4	10	10.69	10.74
4/11/2016	2016	4	11	9.48	12.15
4/12/2016	2016	4	12	7.98	12.07
4/13/2016	2016	4	13	7.39	12.7
4/14/2016	2016	4	14	7.28	13.48
4/15/2016	2016	4	15	7.68	12.75
4/16/2016	2016	4	16	7.12	12.53
4/17/2016	2016	4	17	5.99	14.41
4/18/2016	2016	4	18	6.21	14.01
4/19/2016	2016	4	19	6.07	13.02
4/20/2016	2016	4	20	6.64	12.65
4/21/2016	2016	4	21	4.71	14.35
4/22/2016	2016	4	22	3.47	15.74
4/23/2016	2016	4	23	2.84	16.53
4/24/2016	2016	4	24	3.76	16.22
4/25/2016	2016	4	25	4.88	15.54
4/26/2016	2016	4	26	4.92	15.15
4/27/2016	2016	4	27	3.14	16.99
4/28/2016	2016	4	28	3.88	14.89
4/29/2016	2016	4	29	3.07	15.71
4/30/2016	2016	4	30	4.28	14.88
5/1/2016	2016	5	1	2.98	16.15
5/2/2016	2016	5	2	3.07	15.18
5/3/2016	2016	5	3	5.49	15.53
5/4/2016	2016	5	4	8.13	13.75
5/5/2016	2016	5	5	13.5	11.11
5/6/2016	2016	5	6	11.58	11.7
5/7/2016	2016	5	7	7.76	13.2
5/8/2016	2016	5	8	6.41	14.06
5/9/2016	2016	5	9	8.57	12.57
5/10/2016	2016	5	10	7.92	14.89
5/11/2016	2016	5	11	4.63	16.01
5/12/2016	2016	5	12	2.73	16.26
5/13/2016	2016	5	13	6.35	14.32
5/14/2016	2016	5	14	3.85	16.07
5/15/2016	2016	5	15	2.15	16.92
5/16/2016	2016	5	16	2.45	16.06
5/17/2016	2016	5	17	5.71	14.76
5/18/2016	2016	5	18	4.65	14.41
5/19/2016	2016	5	19	7.9	12.88
5/20/2016	2016	5	20	5.9	12.9
5/21/2016	2016	5	21	6.22	12.58
5/22/2016	2016	5	22	5.7	14.07
5/23/2016	2016	5	23	5.56	13.51
5/24/2016	2016	5	24	4.59	16.11
5/25/2016	2016	5	25	2.91	15.96
5/26/2016	2016	5	26	2.62	15.16
5/27/2016	2016	5	27	1.96	16.15
5/28/2016	2016	5	28	1.91	16.03
5/29/2016	2016	5	29	0.58	16.7
5/30/2016	2016	5	30	0	17.25
5/31/2016	2016	5	31	0.92	16.85
6/1/2016	2016	6	1	1.88	14.76
6/2/2016	2016	6	2	2.11	14.33
6/3/2016	2016	6	3	2.89	15.16
6/4/2016	2016	6	4	3.81	14.29
6/5/2016	2016	6	5	8.87	11.49
6/6/2016	2016	6	6	24.46	9.44
6/7/2016	2016	6	7	50.63	9.53
6/8/2016	2016	6	8	34.17	9.26
6/9/2016	2016	6	9	26.96	10.92
6/10/2016	2016	6	10	24.85	10.32
6/11/2016	2016	6	11	20.4	11.6
6/12/2016	2016	6	12	21.34	10.05
6/13/2016	2016	6	13	19.13	9.6
6/14/2016	2016	6	14	15.67	12.6
6/15/2016	2016	6	15	15.22	12.96
6/16/2016	2016	6	16	14.4	12.97
6/17/2016	2016	6	17	12.3	14.25
6/18/2016	2016	6	18	12.19	14.27
6/19/2016	2016	6	19	14.37	12.32
6/20/2016	2016	6	20	12.92	12.74
6/21/2016	2016	6	21	11.15	13.6
6/22/2016	2016	6	22	9.38	14.53
6/23/2016	2016	6	23	8.84	14.63
6/24/2016	2016	6	24	11.01	13.7
6/25/2016	2016	6	25	10.04	15.97
6/26/2016	2016	6	26	14.01	13.24
6/27/2016	2016	6	27	14.44	11.24
6/28/2016	2016	6	28	14.49	12.83
6/29/2016	2016	6	29	7.67	16.42
6/30/2016	2016	6	30	4.91	17.28
7/1/2016	2016	7	1	3.43	19.55
7/2/2016	2016	7	2	7.29	16.83
7/3/2016	2016	7	3	6.29	16.75
7/4/2016	2016	7	4	4.95	17.73
7/5/2016	2016	7	5	6.27	17.32
7/6/2016	2016	7	6	3.52	17.93
7/7/2016	2016	7	7	6.07	16.13
7/8/2016	2016	7	8	4.76	17.05
7/9/2016	2016	7	9	0.95	18.4
7/10/2016	2016	7	10	4.51	15.68
7/11/2016	2016	7	11	5.37	16.13
7/12/2016	2016	7	12	4.87	16.62
7/13/2016	2016	7	13	6.4	16.78
7/14/2016	2016	7	14	9.69	16.22
7/15/2016	2016	7	15	7.15	16.55
7/16/2016	2016	7	16	6.14	16.43
7/17/2016	2016	7	17	4.23	17.16
7/18/2016	2016	7	18	9.14	16.78
7/19/2016	2016	7	19	3.91	19.22
7/20/2016	2016	7	20	5.35	18.47
7/21/2016	2016	7	21	6.95	17.59
7/22/2016	2016	7	22	5.12	17.82
7/23/2016	2016	7	23	11.36	14.93
7/24/2016	2016	7	24	12.15	14.43
7/25/2016	2016	7	25	11.84	16.59
7/26/2016	2016	7	26	8.63	18.29
7/27/2016	2016	7	27	9.26	19.14
7/28/2016	2016	7	28	6.78	19.35
7/29/2016	2016	7	29	9.44	17.43
7/30/2016	2016	7	30	10.63	16.49
7/31/2016	2016	7	31	9.78	16.27
8/1/2016	2016	8	1	12.44	12.99
8/2/2016	2016	8	2	7.81	16.53
8/3/2016	2016	8	3	6.88	16.73
8/4/2016	2016	8	4	15.84	13.91
8/5/2016	2016	8	5	18.07	12.23
8/6/2016	2016	8	6	15.75	12.46
8/7/2016	2016	8	7	17.97	12.41
8/8/2016	2016	8	8	33.54	8.65
8/9/2016	2016	8	9	33	12.12
8/10/2016	2016	8	10	29.16	13.34
8/11/2016	2016	8	11	25.82	10.61
8/12/2016	2016	8	12	22.5	11.67
8/13/2016	2016	8	13	18.82	12.84
8/14/2016	2016	8	14	17.35	12.74
8/15/2016	2016	8	15	17.84	10.11
8/16/2016	2016	8	16	13.6	13.12
8/17/2016	2016	8	17	13.75	13.4
8/18/2016	2016	8	18	13.19	12.38
8/19/2016	2016	8	19	13.06	11.78
8/20/2016	2016	8	20	12.32	12.64
8/21/2016	2016	8	21	11.28	13.04
8/22/2016	2016	8	22	10.99	12.37
8/23/2016	2016	8	23	8.71	14.62
8/24/2016	2016	8	24	9.61	14.13
8/25/2016	2016	8	25	8.8	13.2
8/26/2016	2016	8	26	7.98	14.93
8/27/2016	2016	8	27	17.61	13.2
8/28/2016	2016	8	28	18.13	10.25
8/29/2016	2016	8	29	18.25	10.35
8/30/2016	2016	8	30	17.87	11.31
8/31/2016	2016	8	31	50	9.19
9/1/2016	2016	9	1	60.7	10.75
9/2/2016	2016	9	2	65.71	6.53
9/3/2016	2016	9	3	57.71	7.15
9/4/2016	2016	9	4	43.1	7.43
9/5/2016	2016	9	5	36.73	7.45
9/6/2016	2016	9	6	34.09	9.03
9/7/2016	2016	9	7	27.39	10.21
9/8/2016	2016	9	8	26.66	10.14
9/9/2016	2016	9	9	22.38	12.3
9/10/2016	2016	9	10	18.73	12.17
9/11/2016	2016	9	11	16.83	12.41
9/12/2016	2016	9	12	19.3	10.37
9/13/2016	2016	9	13	17.02	12.75
9/14/2016	2016	9	14	18.37	12.53
9/15/2016	2016	9	15	17.49	13.52
9/16/2016	2016	9	16	12.75	15.59
9/17/2016	2016	9	17	16.35	13.71
9/18/2016	2016	9	18	15.14	13.75
9/19/2016	2016	9	19	15.52	13.85
9/20/2016	2016	9	20	15.83	12.22
9/21/2016	2016	9	21	15.56	12.4
9/22/2016	2016	9	22	14.61	12.33
9/23/2016	2016	9	23	15.35	11.02
9/24/2016	2016	9	24	13.96	11.33
9/25/2016	2016	9	25	13.23	12.07
9/26/2016	2016	9	26	16.7	9.59
9/27/2016	2016	9	27	14.91	12.3
9/28/2016	2016	9	28	13.74	11.95
9/29/2016	2016	9	29	14.37	11.25
9/30/2016	2016	9	30	15.16	10.27
10/1/2016	2016	10	1	14.27	10.41
10/2/2016	2016	10	2	13.49	10.94
10/3/2016	2016	10	3	17.64	9.27
10/4/2016	2016	10	4	20.42	9.78
10/5/2016	2016	10	5	17.07	10.77
10/6/2016	2016	10	6	16.28	10.29
10/7/2016	2016	10	7	15.94	9.98
10/8/2016	2016	10	8	12.78	11.61
10/9/2016	2016	10	9	14.31	9.94
10/10/2016	2016	10	10	14.37	9.4
10/11/2016	2016	10	11	11.98	11.65
10/12/2016	2016	10	12	11.88	11.62
10/13/2016	2016	10	13	10.85	12.38
10/14/2016	2016	10	14	10.83	12.24
10/15/2016	2016	10	15	11.12	12.05
10/16/2016	2016	10	16	10.71	12.01
10/17/2016	2016	10	17	10	12.73
10/18/2016	2016	10	18	8.47	13.97
10/19/2016	2016	10	19	9.5	12.67
10/20/2016	2016	10	20	8.62	13.38
10/21/2016	2016	10	21	8.52	12.71
10/22/2016	2016	10	22	8.06	13.05
10/23/2016	2016	10	23	9.28	11.85
10/24/2016	2016	10	24	10.46	11.07
10/25/2016	2016	10	25	7.9	13.71
10/26/2016	2016	10	26	8.93	12.76
10/27/2016	2016	10	27	9.1	12.23
10/28/2016	2016	10	28	6.18	14.14
10/29/2016	2016	10	29	5.94	13.91
10/30/2016	2016	10	30	6.37	13.62
10/31/2016	2016	10	31	7.88	12.04
11/1/2016	2016	11	1	6.43	13.72
11/2/2016	2016	11	2	4.79	14.73
11/3/2016	2016	11	3	5.01	17.08
11/4/2016	2016	11	4	3.09	18.34
11/5/2016	2016	11	5	0	19.38
11/6/2016	2016	11	6	0	19.83
11/7/2016	2016	11	7	0	20.91
11/8/2016	2016	11	8	0	19.77
11/9/2016	2016	11	9	0	19.27
11/10/2016	2016	11	10	0	19.64
11/11/2016	2016	11	11	0.46	18.81
11/12/2016	2016	11	12	3.36	17.45
11/13/2016	2016	11	13	4.95	15.45
11/14/2016	2016	11	14	4.12	17.1
11/15/2016	2016	11	15	3.03	17.62
11/16/2016	2016	11	16	3.07	16.7
11/17/2016	2016	11	17	1.52	19.27
11/18/2016	2016	11	18	0	19.24
11/19/2016	2016	11	19	0	19.79
11/20/2016	2016	11	20	3.01	16.82
11/21/2016	2016	11	21	4.17	17.16
11/22/2016	2016	11	22	0.58	19.72
11/23/2016	2016	11	23	0	19.38
11/24/2016	2016	11	24	1.14	17.62
11/25/2016	2016	11	25	2.72	18.33
11/26/2016	2016	11	26	2.21	17.8
11/27/2016	2016	11	27	2.88	17.22
11/28/2016	2016	11	28	4.28	17.15
11/29/2016	2016	11	29	2.76	18.16
11/30/2016	2016	11	30	0.65	18.85
12/1/2016	2016	12	1	0	18.64
12/2/2016	2016	12	2	0	18.42
12/3/2016	2016	12	3	0.73	18.22
12/4/2016	2016	12	4	11.12	11.84
12/5/2016	2016	12	5	2.72	17.35
12/6/2016	2016	12	6	1.57	17.85
12/7/2016	2016	12	7	3.82	15.41
12/8/2016	2016	12	8	4.34	14.68
12/9/2016	2016	12	9	4.02	15.53
12/10/2016	2016	12	10	2.99	16.09
12/11/2016	2016	12	11	2.44	16.9
12/12/2016	2016	12	12	3.73	15.81
12/13/2016	2016	12	13	3.23	16.34
12/14/2016	2016	12	14	1.97	17.43
12/15/2016	2016	12	15	2.08	16.98
12/16/2016	2016	12	16	2.23	17.53
12/17/2016	2016	12	17	3.55	15.64
12/18/2016	2016	12	18	4.84	14.43
12/19/2016	2016	12	19	4.16	15.95
12/20/2016	2016	12	20	2.31	17.31
12/21/2016	2016	12	21	2.08	17.04
12/22/2016	2016	12	22	1.99	17.12
12/23/2016	2016	12	23	2.34	17.22
12/24/2016	2016	12	24	3.88	14.16
12/25/2016	2016	12	25	5.59	13.23
12/26/2016	2016	12	26	4.38	16.3
12/27/2016	2016	12	27	1.87	18.14
12/28/2016	2016	12	28	2.93	16.74
12/29/2016	2016	12	29	4.58	15.27
12/30/2016	2016	12	30	3.23	16.65
12/31/2016	2016	12	31	3.73	15.58
1/1/2017	2017	1	1	5.39	15.02
1/2/2017	2017	1	2	4.27	15.77
1/3/2017	2017	1	3	3.57	16.51
1/4/2017	2017	1	4	4.02	15.66
1/5/2017	2017	1	5	4.57	14.77
1/6/2017	2017	1	6	6.67	13.83
1/7/2017	2017	1	7	5.88	13.37
1/8/2017	2017	1	8	6.34	12.32
1/9/2017	2017	1	9	6.2	14.16
1/10/2017	2017	1	10	3.2	16.08
1/11/2017	2017	1	11	3.08	17.03
1/12/2017	2017	1	12	3.22	16.62
1/13/2017	2017	1	13	3.35	16.8
1/14/2017	2017	1	14	2.98	17.3
1/15/2017	2017	1	15	2.54	17.45
1/16/2017	2017	1	16	2.75	17.02
1/17/2017	2017	1	17	3.23	16.79
1/18/2017	2017	1	18	2.21	17.31
1/19/2017	2017	1	19	3.03	16.66
1/20/2017	2017	1	20	3.3	16.23
1/21/2017	2017	1	21	2.7	18.33
1/22/2017	2017	1	22	4.88	15.44
1/23/2017	2017	1	23	10.66	10.42
1/24/2017	2017	1	24	6.66	13.96
1/25/2017	2017	1	25	4.71	15.39
1/26/2017	2017	1	26	2.99	17.03
1/27/2017	2017	1	27	3.8	15.22
1/28/2017	2017	1	28	3.37	15.98
1/29/2017	2017	1	29	5.16	14.72
1/30/2017	2017	1	30	6.47	13.39
1/31/2017	2017	1	31	4.8	14.86
2/1/2017	2017	2	1	3.55	16.15
2/2/2017	2017	2	2	3.89	15.72
2/3/2017	2017	2	3	3.2	16.99
2/4/2017	2017	2	4	3.19	16.43
2/5/2017	2017	2	5	4.7	15.05
2/6/2017	2017	2	6	6.95	12.59
2/7/2017	2017	2	7	4.2	16.69
2/8/2017	2017	2	8	5.4	17.11
2/9/2017	2017	2	9	9.02	12.68
2/10/2017	2017	2	10	5.23	15.23
2/11/2017	2017	2	11	3.03	17.23
2/12/2017	2017	2	12	6.73	13.86
2/13/2017	2017	2	13	7.02	13.88
2/14/2017	2017	2	14	5.39	17.6
2/15/2017	2017	2	15	6.88	16.43
2/16/2017	2017	2	16	6.41	15.41
2/17/2017	2017	2	17	3.82	16.51
2/18/2017	2017	2	18	3.27	17.1
2/19/2017	2017	2	19	5.23	15.51
2/20/2017	2017	2	20	8.43	11.56
2/21/2017	2017	2	21	5.96	14.88
2/22/2017	2017	2	22	5.24	15.34
2/23/2017	2017	2	23	8.31	11.66
2/24/2017	2017	2	24	4.72	15.45
2/25/2017	2017	2	25	3.87	16.29
2/26/2017	2017	2	26	6.49	13.99
2/27/2017	2017	2	27	7.07	15.12
2/28/2017	2017	2	28	8.46	16.02
3/1/2017	2017	3	1	3.55	16.87
3/2/2017	2017	3	2	2.06	17.9
3/3/2017	2017	3	3	2.16	17.4
3/4/2017	2017	3	4	2.76	17.14
3/5/2017	2017	3	5	4.79	15.28
3/6/2017	2017	3	6	4.87	14.77
3/7/2017	2017	3	7	4.82	17.4
3/8/2017	2017	3	8	3.4	16.98
3/9/2017	2017	3	9	2.32	16.88
3/10/2017	2017	3	10	2.23	17.65
3/11/2017	2017	3	11	1.97	18.12
3/12/2017	2017	3	12	0.63	18.98
3/13/2017	2017	3	13	3.26	18.04
3/14/2017	2017	3	14	7.37	14.63
3/15/2017	2017	3	15	4.92	15.66
3/16/2017	2017	3	16	6.62	15.19
3/17/2017	2017	3	17	4.91	16.12
3/18/2017	2017	3	18	2.96	17.42
3/19/2017	2017	3	19	6.43	14.46
3/20/2017	2017	3	20	4.33	17.96
3/21/2017	2017	3	21	3.87	17.26
3/22/2017	2017	3	22	1.62	18.76
3/23/2017	2017	3	23	0	20.05
3/24/2017	2017	3	24	5.35	16.84
3/25/2017	2017	3	25	3.06	16.82
3/26/2017	2017	3	26	1.35	18.6
3/27/2017	2017	3	27	2.36	17.95
3/28/2017	2017	3	28	2.13	18.67
3/29/2017	2017	3	29	1.45	18.44
3/30/2017	2017	3	30	1.68	18.42
3/31/2017	2017	3	31	1.79	18.11
4/1/2017	2017	4	1	1.78	17.88
4/2/2017	2017	4	2	2.2	17.91
4/3/2017	2017	4	3	2.98	17.92
4/4/2017	2017	4	4	2.53	19.08
4/5/2017	2017	4	5	1.69	20.27
4/6/2017	2017	4	6	1.9	18.73
4/7/2017	2017	4	7	5.79	16.41
4/8/2017	2017	4	8	2.96	17.09
4/9/2017	2017	4	9	2.4	17.65
4/10/2017	2017	4	10	5.36	18.36
4/11/2017	2017	4	11	1.68	19.06
4/12/2017	2017	4	12	0	19.95
4/13/2017	2017	4	13	0	19.88
4/14/2017	2017	4	14	0	19.91
4/15/2017	2017	4	15	0	19.54
4/16/2017	2017	4	16	0	19.44
4/17/2017	2017	4	17	0	19.43
4/18/2017	2017	4	18	0	19.26
4/19/2017	2017	4	19	0	19.8
4/20/2017	2017	4	20	0	19.45
4/21/2017	2017	4	21	0	19.36
4/22/2017	2017	4	22	0	19.2
4/23/2017	2017	4	23	0	19.21
4/24/2017	2017	4	24	0	19.2
4/25/2017	2017	4	25	0	19.21
4/26/2017	2017	4	26	0	19.12
4/27/2017	2017	4	27	0	18.99
4/28/2017	2017	4	28	0	19.03
4/29/2017	2017	4	29	0	19.38
4/30/2017	2017	4	30	0	19.45
5/1/2017	2017	5	1	0	19.44
5/2/2017	2017	5	2	0	19.36
5/3/2017	2017	5	3	0	20.93
5/4/2017	2017	5	4	0	18.34
5/5/2017	2017	5	5	0	18.23
5/6/2017	2017	5	6	0	18.32
5/7/2017	2017	5	7	0	18.71
5/8/2017	2017	5	8	0	18.46
5/9/2017	2017	5	9	0	18.53
5/10/2017	2017	5	10	0	18.96
5/11/2017	2017	5	11	0	18.75
5/12/2017	2017	5	12	0	18.74
5/13/2017	2017	5	13	0	18.43
5/14/2017	2017	5	14	0	18.91
5/15/2017	2017	5	15	0	18.7
5/16/2017	2017	5	16	0	19.38
5/17/2017	2017	5	17	0	19.73
5/18/2017	2017	5	18	0	19.58
5/19/2017	2017	5	19	0	19.71
5/20/2017	2017	5	20	1.01	18.98
5/21/2017	2017	5	21	3.8	16.28
5/22/2017	2017	5	22	3.22	16.48
5/23/2017	2017	5	23	2.62	17.75
5/24/2017	2017	5	24	1.04	19.46
5/25/2017	2017	5	25	2.52	17.76
5/26/2017	2017	5	26	2.68	18.13
5/27/2017	2017	5	27	1.55	18.37
5/28/2017	2017	5	28	1.44	17.77
5/29/2017	2017	5	29	1.38	18.19
5/30/2017	2017	5	30	0.77	18.67
5/31/2017	2017	5	31	0	19.52
6/1/2017	2017	6	1	0	19.17
6/2/2017	2017	6	2	0	19.21
6/3/2017	2017	6	3	0	18.31
6/4/2017	2017	6	4	6.21	15.84
6/5/2017	2017	6	5	13.44	10.72
6/6/2017	2017	6	6	9.84	13.94
6/7/2017	2017	6	7	10.72	14.75
6/8/2017	2017	6	8	8.25	18.2
6/9/2017	2017	6	9	12.19	13.11
6/10/2017	2017	6	10	8.48	14.69
6/11/2017	2017	6	11	7.15	15.4
6/12/2017	2017	6	12	10.83	12.23
6/13/2017	2017	6	13	12.08	14.2
6/14/2017	2017	6	14	15.58	12.27
6/15/2017	2017	6	15	11.33	14.32
6/16/2017	2017	6	16	13.7	13
6/17/2017	2017	6	17	12.48	12.86
6/18/2017	2017	6	18	10.38	12.86
6/19/2017	2017	6	19	11.44	12.79
6/20/2017	2017	6	20	13.46	11.75
6/21/2017	2017	6	21	12.01	13.22
6/22/2017	2017	6	22	11.29	13.32
6/23/2017	2017	6	23	10.77	13.05
6/24/2017	2017	6	24	10.6	13.14
6/25/2017	2017	6	25	9.67	13
6/26/2017	2017	6	26	12.83	11.33
6/27/2017	2017	6	27	6.04	17.86
6/28/2017	2017	6	28	7.17	16.16
6/29/2017	2017	6	29	8.7	14.72
6/30/2017	2017	6	30	6.84	15.29
7/1/2017	2017	7	1	4.7	17.21
7/2/2017	2017	7	2	5.42	16.67
7/3/2017	2017	7	3	12.67	11.94
7/4/2017	2017	7	4	6.65	16.81
7/5/2017	2017	7	5	7.85	15.65
7/6/2017	2017	7	6	8.8	14.25
7/7/2017	2017	7	7	5.5	17
7/8/2017	2017	7	8	5.05	17.79
7/9/2017	2017	7	9	5.67	16.37
7/10/2017	2017	7	10	9.05	13.36
7/11/2017	2017	7	11	7.08	15.21
7/12/2017	2017	7	12	5.74	16.85
7/13/2017	2017	7	13	8.13	15.3
7/14/2017	2017	7	14	8.87	14.79
7/15/2017	2017	7	15	5.16	17.59
7/16/2017	2017	7	16	5.11	16.86
7/17/2017	2017	7	17	11.42	12.39
7/18/2017	2017	7	18	13.99	14.18
7/19/2017	2017	7	19	8.77	17.22
7/20/2017	2017	7	20	10.74	14.25
7/21/2017	2017	7	21	11.07	13.44
7/22/2017	2017	7	22	9.23	15.77
7/23/2017	2017	7	23	15.68	12.37
7/24/2017	2017	7	24	15.53	11.12
7/25/2017	2017	7	25	8.12	17.03
7/26/2017	2017	7	26	10.71	15.26
7/27/2017	2017	7	27	5.78	17.75
7/28/2017	2017	7	28	4.92	18.02
7/29/2017	2017	7	29	5.09	17.42
7/30/2017	2017	7	30	11.69	12.26
7/31/2017	2017	7	31	22.21	11.5
8/1/2017	2017	8	1	17.16	15.73
8/2/2017	2017	8	2	20.28	12.17
8/3/2017	2017	8	3	19.79	12.74
8/4/2017	2017	8	4	16.58	11.92
8/5/2017	2017	8	5	14.44	12.58
8/6/2017	2017	8	6	9.66	16.18
8/7/2017	2017	8	7	14.9	11.27
8/8/2017	2017	8	8	8.04	15.25
8/9/2017	2017	8	9	7.83	18.59
8/10/2017	2017	8	10	10.99	14.44
8/11/2017	2017	8	11	6.6	17.6
8/12/2017	2017	8	12	10.05	15.52
8/13/2017	2017	8	13	10.23	15.33
8/14/2017	2017	8	14	12.36	12.14
8/15/2017	2017	8	15	5.72	17.44
8/16/2017	2017	8	16	4.8	18.17
8/17/2017	2017	8	17	5.63	18.31
8/18/2017	2017	8	18	8.65	14.33
8/19/2017	2017	8	19	11.16	14.87
8/20/2017	2017	8	20	9	15.67
8/21/2017	2017	8	21	0.59	22.6
8/22/2017	2017	8	22	6.9	17.21
8/23/2017	2017	8	23	4.69	18.17
8/24/2017	2017	8	24	4.91	20.35
8/25/2017	2017	8	25	11.12	13.63
